Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword
covid level 3 ireland,74,74,170,91.1,0.00,https://www.3dental.ie/blog/we-are-open/,0,0,0.00,0,248000000,"[0,0,0,0,0,0,0,0,0,0,55,100]",2021-01-12,"Site links, Video Carousel"
hungarian dentist cork,74,74,90,72.58,0.72,https://www.3dental.ie/about/meet-the-team/,0,0,0.00,0.1,6330000,"[79,64,79,79,36,36,64,79,100,64,79,79]",2021-01-05,"Local pack, Image pack, Site links"
colm smith dentist monaghan,74,74,170,71.32,0.00,https://www.3dental.ie/about/meet-the-team/,0,0,0.00,0.01,81,"[54,42,27,35,27,54,81,100,81,100,100,100]",2021-01-14,"Knowledge panel, Image pack, Reviews"
aib free phone,74,74,880,94.72,0.00,https://www.3dental.ie/dublin/,0,0,0.00,0,1240000,"[67,1,3,1,15,82,3,100,29,1,19,36]",2021-01-12,"Instant answer, Knowledge panel, Reviews, People also ask"
limerick parking,74,74,720,80.7,0.00,https://www.3dental.ie/limerick/,0,0,0.00,0,5330000,"[100,100,88,72,48,11,21,48,88,100,100,72]",2021-01-10,"Local pack, Site links, Reviews, People also ask"
dentysta dublin,74,74,260,70.39,0.78,https://www.3dental.ie/,0,0,0.00,0.12,76,"[81,66,100,53,66,66,81,100,66,100,81,100]",2021-01-06,"Local pack, Image pack, Site links, Reviews, Video"
aib 24 hour banking naas,74,74,90,87.28,0.00,https://www.3dental.ie/dublin/,0,0,0.00,0,77,"[100,11,11,11,11,11,11,22,11,56,11,11]",2020-12-27,"Knowledge panel, People also ask"
does it hurt to get your teeth cleaned,75,75,90,50.2,0.00,https://www.3dental.ie/scale-and-polish/,0,0,0.00,0,6150000,"[14,0,43,0,14,0,0,14,14,100,71,0]",2021-01-07,"Site links, Featured snippet, People also ask"
do zara take one for all vouchers,75,75,110,84.58,0.00,https://www.3dental.ie/,0,0,0.00,0,3930000,"[28,100,53,81,22,6,16,22,28,16,28,22]",2020-12-25,"Site links, Video, AdWords top, People also ask"
incognito ie,75,0,320,74.48,0.00,https://www.3dental.ie/blog/incognito-lingual-braces-explained/,0,0,0.00,0.24,2750000,"[1,2,1,38,100,21,6,2,1,1,1,1]",2021-01-17,"Site links, Video, Video Carousel"
form med 2,75,75,110,69.99,0.65,https://www.3dental.ie/blog/how-much-is-invisalign/,0,0,0.00,0.01,1850000000,"[81,52,100,81,43,24,19,43,33,33,52,81]",2021-01-07,"Image pack, People also ask, FAQ"
dentist navan,75,78,2900,74.66,1.19,https://www.3dental.ie/,0,0,0.00,0.09,85,"[100,55,55,55,30,43,66,66,82,66,66,66]",2021-01-17,"Local pack, Image pack, Site links, Reviews"
3 ireland top up,75,75,720,87.22,0.42,https://www.3dental.ie/,0,0,0.00,0.06,1350000000,"[82,67,67,67,82,100,100,67,67,82,67,67]",2021-01-12,"Reviews, Video Carousel, People also ask"
dublin 18 dental rooms,76,76,110,78.53,1.08,https://www.3dental.ie/,0,0,0.00,0.04,1730000,"[53,65,65,65,65,24,82,82,100,82,100,82]",2020-12-21,"Knowledge panel, Image pack, Site links"
boctor dental,76,76,90,56.58,0.00,https://www.3dental.ie/,0,0,0.00,0,80,"[0,100,0,0,0,0,0,0,0,0,0,0]",2020-12-30,"Knowledge panel, Site links, Reviews, FAQ"
ennis braces,76,76,110,77.28,1.25,https://www.3dental.ie/six-month-braces/,0,0,0.00,0.22,71,"[41,29,100,65,41,29,41,82,82,65,82,65]",2020-12-22,"Knowledge panel, Image pack, Site links, Reviews, Video, Video Carousel"
dentist rathfarnham,76,76,170,73.74,0.76,https://www.3dental.ie/,0,0,0.00,0.11,77,"[81,42,100,81,42,19,54,81,81,81,81,81]",2021-01-09,"Local pack, Image pack, Site links, Reviews"
dentist leixlip,76,76,320,79.29,0.77,https://www.3dental.ie/about/meet-the-team/,0,0,0.00,0.05,74,"[44,67,67,54,35,44,67,100,81,81,67,100]",2021-01-16,"Local pack, Image pack, Site links, Reviews, Video"
ardara dental,76,76,210,69.01,0.00,https://www.3dental.ie/,0,0,0.00,0.01,78,"[53,44,66,66,66,28,53,100,100,100,81,81]",2021-01-01,"Knowledge panel, Image pack, Site links, Reviews"
pricelist,76,76,110,73.04,0.00,https://www.3dental.ie/price-list/,0,0,0.00,0,117000000,"[65,41,65,65,65,41,53,100,82,65,53,53]",2021-01-08,"Image pack, People also ask"
aib o connell street dublin,76,76,110,78.56,0.00,https://www.3dental.ie/dublin/,0,0,0.00,0,91,"[33,81,24,43,100,81,52,33,52,24,24,24]",2021-01-13,"Knowledge panel, Image pack, Reviews"
swords dental,77,0,720,77.38,0.57,https://www.3dental.ie/,0,0,0.00,0.1,2020000,"[48,72,59,48,39,59,72,88,88,88,100,100]",2021-01-17,"Knowledge panel, Image pack, Site links, Reviews"
car free day limerick,78,78,90,79.94,0.00,https://www.3dental.ie/limerick/,0,0,0.00,0,9030000,"[0,0,100,0,40,100,0,0,0,0,0,100]",2021-01-10,"Image pack, Video"
false teeth,78,78,480,71.75,0.68,https://www.3dental.ie/blog/dental-treatments-covered-by-medical-card/,0,0,0.00,1,108000000,"[81,66,81,81,66,66,66,81,81,100,66,81]",2021-01-05,"Local pack, Image pack, Site links, People also ask"
vhi dental insurance,78,78,260,78.1,2.33,https://www.3dental.ie/price-list/,0,0,0.00,0.21,129000,"[54,36,100,67,36,23,44,67,82,67,67,82]",2021-01-01,"Site links, People also ask"
dublin phase 3,78,78,480,93.73,0.00,https://www.3dental.ie/blog/we-are-open/,0,0,0.00,0,42900000,"[0,0,0,4,4,4,17,34,13,11,100,11]",2021-01-11,"Site links, Video Carousel"
my medical card,78,81,6600,78.32,0.00,https://www.3dental.ie/blog/dental-treatments-covered-by-medical-card/,0,0,0.00,0,2150000000,"[82,100,100,82,36,29,29,55,44,67,100,100]",2021-01-17,
define buildup,78,78,90,89.65,0.00,https://www.3dental.ie/blog/what-is-composite-bonding/,0,0,0.00,0,11300000,"[0,0,0,60,20,0,0,0,0,100,0,0]",2021-01-07,"Instant answer, People also ask, FAQ"
dr jonathan griffin,78,78,90,62.34,0.00,https://www.3dental.ie/about/meet-the-team/,0,0,0.00,0,92300000,"[0,0,0,100,0,0,50,0,0,0,0,50]",2020-12-31,"Image pack, Reviews, Video, FAQ"
prsi code,78,80,110,79.03,0.00,https://www.3dental.ie/blog/prsi-dental-entitlements-in-2020/,0,0,0.00,0,160000,"[64,100,100,64,79,64,79,100,64,100,100,64]",2021-01-17,"Site links, Video, People also ask"
what level is dublin on,78,78,210,90.62,0.00,https://www.3dental.ie/blog/we-are-open/,0,0,0.00,0,201000000,"[0,0,0,0,0,0,0,0,0,0,100,62]",2021-01-03,"Top stories, Video, Video Carousel"
drumcondra dental,79,79,590,79.72,0.46,https://www.3dental.ie/,0,0,0.00,0.12,78,"[82,67,100,100,54,29,29,82,100,100,100,82]",2021-01-02,"Local pack, Image pack, Site links, Reviews"
booterstown dental,79,79,210,75.2,1.44,https://www.3dental.ie/bonding/,0,0,0.00,0.04,80,"[66,44,66,66,53,34,53,66,81,100,100,100]",2020-12-29,"Knowledge panel, Image pack, Site links, Reviews"
meares dental,79,79,170,79.06,1.49,https://www.3dental.ie/,0,0,0.00,0.02,79,"[28,10,8,36,54,13,10,23,54,82,82,100]",2020-12-27,"Knowledge panel, Image pack, Site links, Reviews, Video"
childrens dentist cork,79,79,90,65.68,0.00,https://www.3dental.ie/kids-braces/,0,0,0.00,0.14,3290000,"[33,33,67,67,33,33,33,33,33,67,33,100]",2021-01-12,"Local pack, Image pack"
061 area code,79,0,880,74.3,0.00,https://www.3dental.ie/limerick/,0,0,0.00,0,10400000,"[45,81,100,55,37,45,55,63,63,55,55,55]",2021-01-17,"Site links, Reviews, Featured snippet, People also ask"
dental insurance ireland,79,0,720,72.23,0.88,https://www.3dental.ie/,0,0,0.00,0.31,20900000,"[59,88,72,48,32,59,72,88,88,88,88,100]",2021-01-17,"Image pack, Site links"
dublin to limerick,80,72,1600,80.98,1.26,https://www.3dental.ie/,0,0,0.00,0.05,40400000,"[79,79,100,67,20,30,42,100,100,67,42,37]",2021-01-17,"Instant answer, FAQ"
dental implants turkey,80,80,140,51.92,1.51,https://www.3dental.ie/about/dentistry-abroad/,0,0,0.00,0.91,2820000,"[65,65,53,82,100,65,100,65,53,100,100,41]",2021-01-10,"Image pack, Site links, People also ask"
dentist ballincollig,80,79,880,74.29,1.00,https://www.3dental.ie/,0,0,0.00,0.13,84,"[55,68,68,55,37,55,77,100,77,77,77,77]",2021-01-17,"Local pack, Image pack, Site links, Reviews, Video Carousel"
dental home,80,80,90,52.65,0.00,https://www.3dental.ie/,0,0,0.00,0.03,690000000,"[20,100,0,20,0,20,60,20,40,20,20,20]",2021-01-06,"Knowledge panel, Image pack, People also ask"
happydental,80,80,140,68.48,0.00,https://www.3dental.ie/,0,0,0.00,0.03,1310000,"[4,8,15,27,65,27,27,81,100,81,81,65]",2021-01-11,"Knowledge panel, Image pack, Site links, Reviews, Video, Video Carousel, FAQ"
snoring,81,84,880,84.18,0.34,https://www.3dental.ie/snoring-devices/,0,0,0.00,1,53000000,"[72,100,88,72,72,88,72,72,88,72,72,72]",2021-01-17,"Image pack, People also ask"
my three ie,81,78,2900,89.45,0.00,https://www.3dental.ie/,0,0,0.00,0,1810000000,"[43,43,36,66,66,66,43,55,55,100,100,100]",2021-01-17,"Reviews, Video, Video Carousel"
average size of teeth,81,81,90,61.04,0.00,https://www.3dental.ie/blog/what-is-dental-bonding-and-how-much-does-it-cost-/,0,0,0.00,0,91600000,"[0,0,0,0,0,0,100,0,0,0,0,0]",2020-12-31,"Image pack, Featured snippet, People also ask"
how much is it,81,81,110,74.63,0.00,https://www.3dental.ie/blog/what-is-dental-bonding-and-how-much-does-it-cost-/,0,0,0.00,0,13150000000,"[65,65,100,65,82,65,65,82,82,82,53,65]",2020-12-28,"Site links, Video, Video Carousel"
smithfield dental,81,81,590,54.58,0.83,https://www.3dental.ie/,0,0,0.00,0.11,1110000,"[67,54,82,82,54,54,82,82,100,100,100,100]",2021-01-09,"Local pack, Image pack, Site links, Reviews, Video"
hungarian dentist letterkenny,81,81,110,75.34,0.00,https://www.3dental.ie/,0,0,0.00,0.03,91,"[65,65,82,100,65,53,41,65,65,65,65,65]",2021-01-09,"Knowledge panel, Image pack, Reviews, Video Carousel"
smiles dental wexford,82,82,480,79.22,0.88,https://www.3dental.ie/blog/the-cost-of-dental-implants-in-ireland/,0,0,0.00,0.18,98,"[44,36,55,55,36,30,44,67,82,67,100,100]",2020-12-22,"Knowledge panel, Image pack, Site links, Reviews, AdWords top"
smiles dental sligo,82,82,110,76.84,1.04,https://www.3dental.ie/blog/the-cost-of-dental-implants-in-ireland/,0,0,0.00,0.03,88,"[50,64,100,64,64,29,36,79,100,100,100,64]",2021-01-11,"Knowledge panel, Image pack, Site links, Reviews"
smile dental antalya,82,82,90,55.99,1.16,https://www.3dental.ie/,0,0,0.00,0.54,793000,"[56,100,11,11,11,0,0,11,11,44,11,11]",2021-01-12,"Local pack, Site links, Reviews"
cathy carmen,82,82,260,74.98,0.00,https://www.3dental.ie/about/meet-the-team/,0,0,0.00,0,44800000,"[35,81,54,29,35,100,81,35,29,23,81,81]",2020-12-22,Image pack
red braces,82,82,140,75.6,0.43,https://www.3dental.ie/,0,0,0.00,0.71,400000000,"[81,81,67,67,67,33,43,67,100,81,81,81]",2021-01-05,"Image pack, Video"
kbm dental,82,82,260,80.44,0.00,https://www.3dental.ie/price-list/,0,0,0.00,0,76,"[67,54,67,67,54,36,54,100,100,82,82,82]",2020-12-28,"Knowledge panel, Image pack, Site links, Reviews"
haly dental,82,82,210,81.18,0.00,https://www.3dental.ie/,0,0,0.00,0.01,76,"[53,53,66,66,53,22,44,66,81,100,81,81]",2021-01-10,"Knowledge panel, Image pack, Site links, Reviews, Video Carousel"
luas prices,82,82,210,86.84,0.00,https://www.3dental.ie/dublin/,0,0,0.00,0,1100000,"[100,100,100,44,6,10,19,35,44,29,23,19]",2021-01-14,"Image pack, People also ask, FAQ"
ashford dental,82,82,170,56.18,1.61,https://www.3dental.ie/,0,0,0.00,0.02,2210000,"[52,52,81,81,52,52,52,100,100,100,100,100]",2021-01-05,"Local pack, Image pack, Site links, Reviews, Video, Video Carousel"
enamel safe teeth whitening,82,82,90,81.35,0.00,https://www.3dental.ie/blog/can-teeth-whitening-damage-teeth/,0,0,0.00,1,2280000,"[25,0,25,0,0,0,25,75,25,100,25,25]",2021-01-16,"Featured snippet, People also ask"
greenlea dental,83,83,110,75.76,0.00,https://www.3dental.ie/,0,0,0.00,0.02,97,"[65,65,100,82,53,18,29,82,100,65,100,65]",2021-01-05,"Knowledge panel, Image pack, Site links, Reviews, Video"
rathfarnham dental,83,83,320,67.94,1.24,https://www.3dental.ie/,0,0,0.00,0.02,89,"[82,67,82,100,54,36,54,82,100,100,100,100]",2021-01-01,"Knowledge panel, Image pack, Site links, Reviews"
my medical ie,83,83,320,79.46,0.00,https://www.3dental.ie/blog/dental-treatments-covered-by-medical-card/,0,0,0.00,0,880000000,"[100,36,44,44,44,13,7,10,19,36,54,67]",2020-12-22,People also ask
medical card criteria,83,83,110,86.17,0.00,https://www.3dental.ie/blog/dental-treatments-covered-by-medical-card/,0,0,0.00,0,246000000,"[82,53,100,82,53,41,53,65,53,65,82,100]",2020-12-30,"Site links, People also ask"
hse medical card number,83,83,110,87.02,0.00,https://www.3dental.ie/blog/dental-treatments-covered-by-medical-card/,0,0,0.00,0,2220000,"[27,65,54,100,27,27,42,35,42,27,27,15]",2021-01-14,"Site links, Featured snippet"
an gum,83,83,260,83,0.00,https://www.3dental.ie/gum-treatments/,0,0,0.00,0.02,321000000,"[28,28,54,44,67,67,67,36,44,82,54,100]",2020-12-28,"Knowledge panel, Site links"
beechwood dental,83,83,1000,75.59,1.50,https://www.3dental.ie/,0,0,0.00,0,758000,"[55,77,68,68,45,68,77,100,77,77,77,77]",2021-01-17,"Knowledge panel, Image pack, Site links, Reviews, Video, Video Carousel, FAQ"
wicklow dental,83,83,590,72.24,0.99,https://www.3dental.ie/dental-implants/,0,0,0.00,0.03,1230000,"[55,67,67,55,55,36,55,100,82,82,100,100]",2021-01-02,"Knowledge panel, Reviews"
what are wisdom teeth,84,84,140,82.23,2.34,https://www.3dental.ie/blog/wisdom-tooth-extraction-what-to-know/,0,0,0.00,0.06,80100000,"[35,35,42,42,54,42,54,54,81,65,54,100]",2020-12-25,"Featured snippet, People also ask"
laya dental cover,84,84,110,76.21,0.10,https://www.3dental.ie/price-list/,0,0,0.00,0.08,656000,"[100,65,82,65,24,29,53,65,65,65,82,82]",2021-01-09,"Image pack, Site links, Video, People also ask"
errigal dental,84,84,480,75.29,1.45,https://www.3dental.ie/blog/dental-treatments-covered-by-medical-card/,0,0,0.00,0,86,"[67,44,67,54,54,29,54,100,100,100,82,100]",2020-12-22,"Knowledge panel, Image pack, Site links, Reviews"
the range limerick opening hours,84,84,480,82.6,0.00,https://www.3dental.ie/limerick/,0,0,0.00,0.01,16500000,"[44,44,36,30,30,55,55,67,67,82,82,100]",2020-12-27,"Knowledge panel, Site links, Reviews"
3 broadband ireland,84,84,320,89.83,0.57,https://www.3dental.ie/,0,0,0.00,0.52,91,"[10,24,44,30,30,55,16,30,36,24,82,100]",2020-12-25,"Image pack, Site links, Reviews, People also ask"
smiles dental enniscorthy,84,84,320,83.02,1.08,https://www.3dental.ie/blog/the-3-dental-guide-to-crowns-and-bridges/,0,0,0.00,0.18,85,"[54,44,44,44,54,35,44,81,100,81,100,81]",2020-12-28,"Knowledge panel, Image pack, Site links, Video"
emergency dentist open now 24 hours,84,84,90,53.5,0.00,https://www.3dental.ie/emergencies/,0,0,0.00,0.71,16700000,"[0,0,100,0,0,0,0,0,0,0,0,100]",2020-12-31,"Local pack, People also ask"
medical card phone number,84,84,880,84.84,3.28,https://www.3dental.ie/blog/dental-treatments-covered-by-medical-card/,0,0,0.00,0.09,1320000000,"[100,45,63,55,63,30,24,37,45,37,55,45]",2021-01-12,"Featured snippet, People also ask"
how to stop receding gums,85,85,170,61.63,0.96,https://www.3dental.ie/gum-treatments/,0,0,0.00,0.05,469000,"[67,67,67,81,81,100,81,81,81,81,81,100]",2020-12-22,"Image pack, Site links, Featured snippet, People also ask"
next limerick opening hours,85,85,170,87.97,0.00,https://www.3dental.ie/limerick/,0,0,0.00,0,21800000,"[36,100,28,28,18,3,3,82,67,28,67,67]",2021-01-08,"Local pack, Site links"
dental kit for braces,85,85,90,69.03,0.00,https://www.3dental.ie/teeth-whitening/,0,0,0.00,0.86,39000000,"[0,14,14,14,0,29,100,14,43,29,0,14]",2020-12-23,"Image pack, Reviews, Featured snippet, Video Carousel, People also ask"
dublin bus christmas hours,85,85,110,89.39,0.00,https://www.3dental.ie/dublin/,0,0,0.00,0,8650000,"[1,100,2,1,1,1,0,0,0,0,1,1]",2021-01-12,"Site links, People also ask"
can you take out invisalign,85,85,90,53.02,0.00,https://www.3dental.ie/blog/how-does-invisalign-work/,0,0,0.00,0.29,11600000,"[0,0,0,40,20,0,20,20,20,100,20,20]",2021-01-11,"Featured snippet, People also ask"
happy smile,85,85,480,45.1,1.61,https://www.3dental.ie/smile-in-a-day/,0,0,0.00,0.07,3080000000,"[3,6,34,3,3,34,100,53,81,66,100,3]",2021-01-07,"Image pack, Site links, Reviews, Video Carousel"
periodontal treatment,85,85,590,72.71,1.45,https://www.3dental.ie/gum-treatments/,0,0,0.00,0.33,27800000,"[82,82,82,82,82,82,100,82,100,100,67,100]",2021-01-01,"Image pack, Site links, Featured snippet, People also ask"
what is prsi,85,0,880,82.35,0.00,https://www.3dental.ie/blog/prsi-dental-entitlements-in-2020/,0,0,0.00,0,325000,"[59,100,88,88,72,88,48,59,48,88,100,100]",2021-01-17,"Site links, Featured snippet, People also ask"
carlow dental centre,85,87,720,78.21,1.45,https://www.3dental.ie/,0,0,0.00,0.01,233000,"[67,67,82,82,67,67,82,100,82,100,100,100]",2021-01-17,"Knowledge panel, Image pack, Site links, Reviews, Video, Video Carousel"
longford dental centre,85,85,140,74.28,2.98,https://www.3dental.ie/price-list/,0,0,0.00,0.02,608000,"[67,52,52,43,33,43,52,67,67,67,100,81]",2020-12-21,"Knowledge panel, Reviews"
3 ie top up,85,85,590,87.03,0.32,https://www.3dental.ie/,0,0,0.00,0.07,1650000000,"[67,55,55,44,82,82,82,67,67,67,100,82]",2021-01-01,"Reviews, Video Carousel, People also ask"
can i get braces again,86,0,90,47.52,0.00,https://www.3dental.ie/kids-braces/,0,0,0.00,0,126000000,"[0,33,0,0,33,33,0,33,0,0,100,0]",2021-01-17,"Featured snippet, AdWords top, AdWords bottom, People also ask"
clove oil for gums,86,86,170,71.42,0.00,https://www.3dental.ie/blog/how-to-ease-the-pain-caused-by-toothache/,0,0,0.00,0.09,499000,"[54,65,65,54,65,100,27,42,54,65,65,81]",2020-12-26,"Site links, Featured snippet, People also ask"
loughrea dental,86,86,320,70.35,1.06,https://www.3dental.ie/bonding/,0,0,0.00,0.01,88,"[44,67,54,54,35,44,81,100,100,81,100,81]",2021-01-15,"Knowledge panel, Image pack, Site links, Reviews, Video, Video Carousel, FAQ"
patrick dental,86,86,260,66.57,0.87,https://www.3dental.ie/smile-in-a-day/,0,0,0.00,0.02,39900000,"[67,44,82,82,54,44,67,82,82,100,100,82]",2020-12-30,"Knowledge panel, Site links"
buy now pay later ireland,86,86,880,84.35,3.40,https://www.3dental.ie/flexifi/,0,0,0.00,0.52,863000000,"[53,31,38,38,46,46,46,38,38,53,68,100]",2021-01-17,
zirconia crown,87,87,320,54.34,0.75,https://www.3dental.ie/crowns/,0,0,0.00,0.07,6840000,"[82,54,100,82,44,54,67,67,100,100,100,100]",2020-12-26,"Image pack, Featured snippet, Video Carousel, People also ask"
gap limerick,87,87,140,86.46,0.17,https://www.3dental.ie/blog/7-things-you-need-to-know-about-composite-bonding/,0,0,0.00,0.09,2720000,"[65,42,35,35,15,8,15,65,100,81,65,65]",2020-12-29,"Knowledge panel, Site links, Reviews, Video"
lumineers dublin,87,87,390,81.44,0.00,https://www.3dental.ie/about/,0,0,0.00,0.01,472000,"[100,6,3,2,1,1,0,0,0,0,0,0]",2021-01-11,"Site links, Video, Video Carousel, People also ask"
christmas 2020,87,97,1300,89.96,0.76,https://www.3dental.ie/blog/christmas-2020-opening-hours/,0,0,0.00,0.65,4060000000,"[28,24,6,5,7,9,13,20,53,100,100,100]",2021-01-17,"Image pack, Video Carousel"
smiles old bawn,87,87,90,76.05,1.24,https://www.3dental.ie/price-list/,0,0,0.00,0.06,92,"[14,43,29,14,14,14,14,14,100,14,14,14]",2021-01-12,"Knowledge panel, Image pack, Reviews"
3 top up ireland,87,87,590,86.88,0.39,https://www.3dental.ie/,0,0,0.00,0.06,1310000000,"[67,67,100,82,82,82,82,67,82,82,67,67]",2021-01-01,"Reviews, Video, People also ask"
how long do you have to wear braces,87,87,90,53.71,1.86,https://www.3dental.ie/adult-braces/,0,0,0.00,0.32,40900000,"[33,33,33,33,33,67,33,33,33,100,33,67]",2021-01-02,"Featured snippet, People also ask"
3,87,82,27100,90.24,0.45,https://www.3dental.ie/,0,0,0.00,0,25270000000,"[82,82,67,82,100,100,82,82,82,82,82,100]",2021-01-17,"Local pack, Site links"
three blanchardstown,87,87,210,92.57,0.00,https://www.3dental.ie/,0,0,0.00,0,601000,"[54,36,44,67,10,44,100,67,28,67,82,100]",2021-01-15,"Knowledge panel, Reviews"
what level is dublin in,87,87,320,88.68,0.00,https://www.3dental.ie/blog/we-are-open/,0,0,0.00,0,148000000,"[30,0,16,8,16,0,8,25,0,16,55,100]",2021-01-12,"Site links, Video Carousel"
smiles dental balbriggan,87,87,170,84.12,0.47,https://www.3dental.ie/blog/dental-treatments-covered-by-medical-card/,0,0,0.00,0.2,87,"[65,54,81,81,54,35,54,100,100,81,81,81]",2021-01-10,"Knowledge panel, Image pack, Site links, AdWords top, FAQ"
smiles dental waterford,88,88,260,77.86,1.23,https://www.3dental.ie/blog/the-cost-of-dental-implants-in-ireland/,0,0,0.00,0.2,508000,"[100,82,67,82,82,28,82,82,67,54,54,36]",2020-12-30,"Knowledge panel, Site links"
dental implant came out,88,88,90,43.03,0.00,https://www.3dental.ie/implants/,0,0,0.00,0,8150000,"[100,0,0,100,0,0,0,0,0,0,0,100]",2021-01-01,"Image pack, Site links, Featured snippet, People also ask"
3d scan dublin,88,88,210,67.32,0.64,https://www.3dental.ie/about/dentist-lab/,0,0,0.00,0.33,1390000,"[44,66,44,44,53,81,100,100,81,66,81,66]",2021-01-16,"Local pack, Site links, People also ask"
8 to 8 dental,88,99,720,68.57,1.07,https://www.3dental.ie/smile-in-a-day/,0,0,0.00,0.01,599000000,"[39,48,39,48,48,48,72,100,88,88,100,100]",2021-01-17,"Knowledge panel, Image pack, Site links, Reviews"
